cluster_id,centroid_x,centroid_y,n_transcripts,n_genes_unique,radius_um,top_genes,inferred_type,marker_confidence,nuclear_score,nearest_cell_dist
157,3361.3,671.4,78,49,15.8,"YWHAH(6), ITM2A(4), KIF1A(4), RCAN2(4), CAMK2N1(3)",Endothelial,0.026,0.4456,19.6
158,3310.8,579.2,63,35,13.6,"KIF1A(5), NORAD(5), CAMK2N1(4), HSPA8(4), KIF5A(4)",Oligodendrocyte,0.032,0.417,10.5
159,3357.3,5212.2,195,86,20.1,"KIF5A(14), CAMK2N1(7), CCK(7), DKK3(7), MTURN(7)",Astrocyte,0.031,0.4311,19.7
160,3250.3,5275.9,89,43,15.1,"MBP(10), KIF5A(8), NEFM(5), NPTX1(4), CCNI(3)",Oligodendrocyte,0.124,0.429,15.2
161,3279.4,5981.4,337,127,38.4,"KIF5A(24), CAMK2N1(21), MBP(16), YWHAH(12), MTURN(10)",Oligodendrocyte,0.05,0.4376,23.8
162,3321.9,5877.9,661,137,47.6,"HSPA8(37), YWHAH(35), KIF5A(32), CAMK2N1(31), ENC1(22)",Oligodendrocyte,0.03,0.4248,15.9
163,3380.4,6068.0,405,119,36.3,"SST(35), MBP(20), NPY(19), DKK3(15), CCNI(13)",GABAergic,0.094,0.4545,4.5
164,3341.9,6248.7,90,57,15.7,"MBP(6), C3(5), ABCA2(4), P2RY12(4), CAMK2N1(3)",Microglia,0.111,0.5084,20.3
165,3506.7,6503.7,586,147,38.6,"CAMK2N1(39), KIF5A(33), MBP(26), MTURN(25), HSPA8(18)",Oligodendrocyte,0.049,0.4272,15.9
166,3352.1,6607.6,1393,184,62.8,"CAMK2N1(70), HSPA8(68), KIF5A(66), ENC1(56), DKK3(50)",Oligodendrocyte,0.03,0.4269,12.6
167,3430.9,6579.6,2333,218,100.8,"KIF5A(118), CAMK2N1(115), HSPA8(107), DKK3(77), ENC1(76)",Oligodendrocyte,0.025,0.4323,16.5
168,3261.5,815.3,845,154,56.0,"CAMK2N1(89), ENC1(46), KIF5A(45), NORAD(33), YWHAH(28)",Oligodendrocyte,0.012,0.4258,26.6
169,3367.9,1642.4,60,39,14.8,"AQP4(8), NTRK2(4), CAMK2N1(3), GFAP(3), NORAD(3)",Astrocyte,0.183,0.4458,12.0
170,3347.1,1968.7,328,111,39.6,"CAMK2N1(37), ENC1(15), KIF5A(14), MTURN(12), NORAD(10)",GABAergic,0.015,0.4318,5.8
171,3354.4,1783.8,57,31,11.9,"VIM(6), HLA-E(4), CLDN5(3), MTURN(3), TMSB10(3)",Endothelial,0.053,0.4712,13.1
172,3334.3,2064.5,1212,169,60.8,"CAMK2N1(127), ENC1(75), NORAD(42), HSPA8(40), MTURN(34)",GABAergic,0.009,0.4267,6.0
173,3263.7,2248.9,439,122,44.3,"CAMK2N1(38), KIF5A(22), ENC1(19), HSPA8(18), NORAD(15)",Oligodendrocyte,0.018,0.4326,20.2
174,3499.6,2215.8,656,148,47.3,"CAMK2N1(57), KIF5A(42), ENC1(34), YWHAH(21), CCNI(20)",Oligodendrocyte,0.02,0.4316,27.1
175,3318.0,2236.2,514,124,50.9,"CAMK2N1(57), KIF5A(28), ENC1(23), NORAD(22), LMO4(19)",Glutamatergic,0.01,0.4219,21.6
176,3602.3,2562.6,51,34,14.1,"C3(7), CAMK2N1(5), NEFL(3), CCNI(2), CX3CR1(2)",Microglia,0.098,0.4926,24.2
177,3701.0,2516.4,3159,228,141.0,"CAMK2N1(286), KIF5A(181), HSPA8(102), YWHAH(99), NORAD(96)",Astrocyte,0.016,0.4334,28.9
178,3573.7,2777.2,46,32,11.1,"EPAS1(5), A2M(4), OSBPL1A(3), HSPA8(2), LMO4(2)",Endothelial,0.043,0.471,36.5
179,3588.6,2816.8,398,122,43.1,"KIF5A(40), CAMK2N1(37), CCNI(18), NEFL(12), HSPA8(11)",GABAergic,0.02,0.4296,13.7
180,3686.6,2836.7,2001,204,97.3,"CAMK2N1(146), KIF5A(111), HSPA8(73), NEFL(73), ENC1(71)",Oligodendrocyte,0.018,0.429,29.2
181,3840.0,2793.5,3879,226,124.0,"CAMK2N1(316), KIF5A(249), CCNI(152), ENC1(139), NEFL(136)",Oligodendrocyte,0.019,0.4264,7.7
182,3533.3,2899.7,1329,183,84.3,"CAMK2N1(105), KIF5A(75), HSPA8(52), ENC1(45), NEFL(40)",Oligodendrocyte,0.015,0.4346,22.2
183,3573.7,3177.2,820,157,63.4,"CAMK2N1(50), KIF5A(47), HSPA8(34), CCNI(31), YWHAH(31)",Oligodendrocyte,0.032,0.4348,7.0
184,3682.6,3015.6,400,119,44.0,"CAMK2N1(35), KIF5A(35), CCNI(18), KIF1A(15), NEFL(14)",Oligodendrocyte,0.025,0.4319,10.9
185,3487.0,3525.2,3969,228,139.1,"KIF5A(273), CAMK2N1(258), NEFL(168), CCNI(138), NEFM(137)",Oligodendrocyte,0.034,0.4262,32.0
186,3651.7,3372.8,3533,231,153.3,"CAMK2N1(216), KIF5A(210), NEFL(126), HSPA8(125), NORAD(123)",Oligodendrocyte,0.03,0.4292,18.4
187,3536.5,3586.7,238,99,30.3,"HSPA8(11), YWHAH(11), CAMK2N1(10), LMO4(9), HBA1(8)",Oligodendrocyte,0.034,0.4275,14.8
188,3557.4,4207.7,63,44,15.7,"A2M(4), HLA-E(4), EPAS1(3), KIF5A(3), VIM(3)",Astrocyte,0.032,0.4761,14.9
189,3611.0,4068.4,52,35,12.4,"FGFR3(4), CAMK2N1(3), CCNI(3), KIF5A(3), MBP(3)",Astrocyte,0.058,0.4424,20.7
190,3684.7,4064.8,2802,217,100.6,"KIF5A(149), CAMK2N1(146), HSPA8(127), MTURN(88), NEFL(85)",Oligodendrocyte,0.032,0.4312,14.4
191,3536.7,4091.6,3060,218,160.3,"CAMK2N1(160), KIF5A(158), NEFL(106), HSPA8(104), ENC1(101)",Oligodendrocyte,0.032,0.434,15.4
192,3637.0,4265.5,1263,163,83.2,"CAMK2N1(69), HSPA8(65), KIF5A(61), TMSB10(50), MTURN(41)",Oligodendrocyte,0.028,0.4273,11.0
193,3641.4,4421.3,65,42,12.8,"CAMK2N1(5), KIF1A(5), KIF5A(4), DKK3(3), MBP(3)",Oligodendrocyte,0.046,0.4318,21.5
194,3708.4,4702.9,70,41,13.6,"TMSB10(8), DKK3(4), KIF5A(4), NORAD(4), LMO4(3)",Oligodendrocyte,0.014,0.4307,11.5
195,3516.2,4922.8,102,65,18.1,"KIF5A(6), CAMK2N1(5), C3(4), CCNI(3), MBP(3)",Oligodendrocyte,0.039,0.4625,15.8
196,3729.7,4872.9,57,28,12.6,"A2M(8), CLDN5(6), HLA-B(6), EPAS1(5), PLEC(3)",Endothelial,0.158,0.5071,17.2
197,3667.7,526.6,320,116,31.5,"CAMK2N1(26), CCNI(15), NEFL(12), ENC1(10), HSPA8(10)",GABAergic,0.016,0.436,30.2
198,3736.2,5146.4,198,91,30.5,"CCNI(12), KIF5A(12), MBP(11), MTURN(11), CAMK2N1(10)",Oligodendrocyte,0.061,0.4264,21.1
199,3698.0,5399.0,44,30,12.4,"A2M(3), ENC1(3), HLA-B(3), AK5(2), CCK(2)",Oligodendrocyte,0.023,0.4483,29.5
200,3745.6,5440.2,1838,194,67.8,"CAMK2N1(94), KIF5A(87), HSPA8(77), MTURN(66), NORAD(50)",Oligodendrocyte,0.034,0.4354,22.2
201,3501.7,5646.1,169,84,23.6,"CAMK2N1(10), CCNI(8), KIF5A(6), MTURN(6), NEFM(6)",Oligodendrocyte,0.03,0.4439,27.5
202,3617.9,5612.0,380,116,29.6,"MBP(18), HSPA8(17), NEFL(16), CAMK2N1(15), KIF5A(13)",Oligodendrocyte,0.055,0.4361,15.0
203,3541.3,6007.7,464,134,42.0,"KIF5A(39), CAMK2N1(32), MTURN(23), YWHAH(18), HSPA8(17)",Oligodendrocyte,0.041,0.4324,34.1
204,3594.5,5832.0,55,44,12.9,"HSPA8(4), CCNI(3), CLDND1(3), KIF5A(3), HLA-E(2)",Oligodendrocyte,0.036,0.4731,16.0
205,3668.4,6049.7,3009,226,126.2,"CAMK2N1(141), HSPA8(140), KIF5A(136), MTURN(116), YWHAH(104)",Oligodendrocyte,0.034,0.4279,7.8
206,3753.9,5929.5,3217,225,110.2,"CAMK2N1(174), HSPA8(160), KIF5A(113), MBP(109), YWHAH(105)",Oligodendrocyte,0.037,0.4311,11.6
207,3564.0,6230.7,158,86,24.2,"KIF5A(8), CCNI(7), KIF1A(7), MBP(7), MTURN(7)",Oligodendrocyte,0.044,0.4496,27.7
208,3639.6,6152.2,924,167,56.9,"CAMK2N1(46), MBP(45), KIF5A(37), YWHAH(34), MTURN(29)",Oligodendrocyte,0.054,0.4341,13.4
209,3751.7,6484.5,1244,187,86.9,"CAMK2N1(71), HSPA8(65), YWHAH(53), ENC1(41), KIF5A(41)",Oligodendrocyte,0.026,0.4339,13.5
210,3661.7,6536.6,639,150,53.4,"MTURN(33), CAMK2N1(29), MBP(28), HSPA8(22), NORAD(22)",Oligodendrocyte,0.055,0.4327,14.9
211,3645.1,1752.2,197,88,33.3,"CAMK2N1(18), KIF5A(9), CCNI(8), MTURN(7), YWHAH(7)",GABAergic,0.03,0.4409,10.0
212,3758.6,1957.6,1147,190,62.1,"CAMK2N1(113), HSPA8(46), YWHAH(41), ENC1(40), KIF5A(40)",GABAergic,0.016,0.4382,13.8
213,3487.5,2034.1,946,163,58.7,"CAMK2N1(85), HSPA8(52), KIF5A(43), ENC1(36), NORAD(32)",GABAergic,0.021,0.4316,24.2
214,3633.5,2072.4,4664,243,138.0,"CAMK2N1(525), ENC1(215), YWHAH(185), KIF5A(172), NORAD(167)",Astrocyte,0.011,0.4288,16.1
215,3538.0,2435.5,943,172,59.3,"CAMK2N1(75), ENC1(49), KIF5A(44), HSPA8(33), NORAD(31)",Astrocyte,0.015,0.4333,24.4
216,3580.6,2363.4,899,164,56.9,"CAMK2N1(76), ENC1(40), KIF5A(36), NORAD(32), HSPA8(31)",Oligodendrocyte,0.011,0.4274,42.9
217,3783.6,468.7,50,30,12.6,"CAMK2N1(7), CCNI(3), ENC1(3), KIF1A(3), KIF5A(3)",Astrocyte,0.02,0.4433,36.6
218,3819.9,284.5,76,48,15.1,"KIF5A(7), CAMK2N1(6), CCNI(4), NEFL(4), NORAD(3)",Oligodendrocyte,0.026,0.4392,23.5
219,3845.0,2597.9,3074,224,107.1,"CAMK2N1(236), KIF5A(158), CCNI(106), ENC1(96), NORAD(95)",Oligodendrocyte,0.018,0.4332,14.4
220,3949.6,2713.4,812,149,49.7,"CAMK2N1(73), KIF5A(54), NEFL(35), CCNI(32), YWHAH(26)",Oligodendrocyte,0.026,0.4259,24.0
221,3777.7,2907.5,95,56,16.3,"MBP(6), A2M(5), NTRK2(5), HLA-B(4), KIF5A(4)",Oligodendrocyte,0.074,0.4682,29.5
222,3802.6,2865.5,58,42,13.0,"CAMK2N1(4), NORAD(4), MBP(3), NPTX1(3), AK5(2)",Oligodendrocyte,0.052,0.4389,16.7
223,3966.3,2758.9,173,88,22.2,"CAMK2N1(9), KIF5A(9), NEFL(8), NTRK2(7), YWHAH(7)",Astrocyte,0.023,0.436,22.1
224,3904.1,2919.4,58,42,14.2,"ENC1(3), KIF5A(3), NEFL(3), A2M(2), C1QB(2)",Oligodendrocyte,0.069,0.47,16.2
225,4048.8,3239.5,28846,287,389.3,"KIF5A(1847), CAMK2N1(1830), NEFL(1094), CCNI(1018), HSPA8(973)",Oligodendrocyte,0.024,0.429,7.2
226,3816.5,3143.6,82,57,16.8,"KIF5A(8), CAMK2N1(4), A2M(3), EPAS1(3), ITM2A(3)",GABAergic,0.012,0.4509,25.8
227,3800.2,3319.1,7562,257,184.5,"KIF5A(474), CAMK2N1(444), CCNI(265), NEFM(257), HSPA8(247)",Oligodendrocyte,0.028,0.4294,11.7
228,3751.2,3468.1,200,85,27.6,"KIF5A(20), CAMK2N1(16), NEFL(12), CCNI(10), MBP(9)",Oligodendrocyte,0.045,0.4328,18.8
229,3938.6,3388.7,93,62,16.2,"CAMK2N1(5), MBP(5), NEFM(4), HSPA8(3), NEFL(3)",Oligodendrocyte,0.075,0.4582,15.2
230,3839.8,3701.3,1377,177,67.4,"KIF5A(93), CAMK2N1(74), HSPA8(68), NEFL(46), CCNI(42)",Oligodendrocyte,0.02,0.4251,12.4
231,3954.2,3709.4,1372,180,79.7,"KIF5A(80), CAMK2N1(79), CCNI(50), HSPA8(50), NEFL(45)",Oligodendrocyte,0.031,0.4311,12.0
232,3775.9,3938.9,4176,237,164.5,"KIF5A(255), CAMK2N1(217), HSPA8(191), CCNI(139), KIF1A(139)",Oligodendrocyte,0.034,0.4317,5.1
233,3897.8,3778.4,1320,183,79.8,"KIF5A(91), CAMK2N1(75), NEFL(50), CCNI(48), HSPA8(48)",Oligodendrocyte,0.035,0.4289,19.3
234,3859.0,4109.5,2894,221,99.2,"KIF5A(144), CAMK2N1(117), HSPA8(112), TMSB10(107), YWHAH(90)",Oligodendrocyte,0.031,0.4362,3.2
235,3734.3,4159.2,1027,166,73.7,"KIF5A(46), CAMK2N1(45), TMSB10(44), CCNI(41), ENC1(35)",Oligodendrocyte,0.025,0.4349,9.3
236,3925.4,4288.1,1514,193,80.9,"KIF5A(110), CAMK2N1(77), TMSB10(65), NEFL(62), MTURN(59)",Oligodendrocyte,0.034,0.4319,34.2
237,3768.2,4528.2,516,131,46.5,"KIF5A(28), CAMK2N1(25), NEFL(19), HSPA8(17), MBP(17)",Oligodendrocyte,0.037,0.4363,29.8
238,3870.9,4507.3,594,138,44.4,"KIF5A(35), CAMK2N1(26), CCNI(19), YWHAH(19), KIF1A(18)",Oligodendrocyte,0.045,0.4414,19.7
239,3810.0,4680.1,7817,256,253.6,"KIF5A(494), HSPA8(304), CAMK2N1(297), MBP(281), TMSB10(236)",Oligodendrocyte,0.039,0.4295,12.0
240,3781.3,4835.8,953,165,42.8,"HSPA8(48), KIF5A(47), ENC1(37), YWHAH(37), NEFM(32)",Oligodendrocyte,0.023,0.4326,29.9
241,3794.3,556.2,57,42,10.9,"ITM2A(4), FLT1(3), CAMK2N1(2), DKK3(2), ENC1(2)",Endothelial,0.053,0.4552,9.9
242,3817.2,623.2,36,29,8.7,"HLA-E(6), CAMK2N1(2), HLA-B(2), A2M(1), ACO1(1)",Endothelial,0.056,0.5129,26.3
243,3902.1,774.9,281,104,37.1,"CAMK2N1(32), KIF5A(14), CCNI(11), MTURN(11), DKK3(9)",Microglia,0.011,0.4377,20.4
244,3793.4,5119.3,194,83,31.9,"CAMK2N1(13), KIF1A(11), KIF5A(11), MBP(11), CCNI(8)",Oligodendrocyte,0.062,0.4425,21.0
245,3864.0,5198.4,49,40,11.1,"CAMK2N1(3), CCNI(2), HLA-B(2), ITM2A(2), KLF2(2)",Astrocyte,0.041,0.4682,14.3
246,3988.8,5425.5,17292,288,202.1,"HSPA8(761), CAMK2N1(756), KIF5A(727), YWHAH(613), NEFL(586)",Oligodendrocyte,0.03,0.4447,18.7
247,3788.4,5543.1,962,174,65.2,"MBP(53), KIF5A(51), CAMK2N1(44), HSPA8(40), YWHAH(38)",Oligodendrocyte,0.063,0.4366,14.4
248,3819.6,5611.5,547,152,56.8,"CAMK2N1(27), KIF5A(26), HSPA8(21), MBP(19), NTRK2(17)",Oligodendrocyte,0.038,0.4443,18.7
249,3993.9,5656.9,1856,186,112.9,"KIF5A(96), CAMK2N1(85), HSPA8(72), MBP(68), YWHAH(54)",Oligodendrocyte,0.046,0.4364,21.7
250,3744.6,5733.3,619,146,52.4,"HSPA8(38), KIF5A(27), AK5(25), CAMK2N1(25), YWHAH(23)",Oligodendrocyte,0.034,0.4329,17.1
251,3970.8,5811.4,805,149,40.7,"CAMK2N1(42), HSPA8(40), YWHAH(39), ENC1(32), KIF5A(26)",Oligodendrocyte,0.027,0.4338,32.3
252,3928.9,5917.0,2260,204,91.8,"CAMK2N1(138), HSPA8(108), KIF5A(89), YWHAH(77), AK5(71)",Oligodendrocyte,0.032,0.4295,10.0
253,3980.2,5942.7,109,60,24.3,"KIF5A(8), CAMK2N1(7), MBP(7), MTURN(7), CNP(4)",Oligodendrocyte,0.092,0.435,13.1
254,3901.2,6153.8,1112,193,52.5,"HSPA8(58), KIF5A(58), CAMK2N1(48), MTURN(38), YWHAH(35)",Oligodendrocyte,0.036,0.4356,30.5
255,3814.5,6252.0,966,164,60.8,"CAMK2N1(53), KIF5A(41), MBP(37), YWHAH(34), HSPA8(31)",Oligodendrocyte,0.047,0.4348,8.1
256,3749.4,6191.6,368,112,38.3,"MTURN(24), CAMK2N1(19), MBP(19), KIF5A(17), NORAD(14)",Oligodendrocyte,0.057,0.427,9.9
257,3770.3,6307.2,33,28,8.3,"HLA-B(3), DBNDD2(2), ITM2A(2), TMSB10(2), A2M(1)",Oligodendrocyte,0.061,0.5023,13.8
258,3940.6,6275.0,2661,218,109.1,"CAMK2N1(166), KIF5A(118), HSPA8(98), MTURN(98), YWHAH(91)",Oligodendrocyte,0.039,0.429,13.5
259,3926.0,6465.5,1054,176,71.5,"CAMK2N1(63), KIF5A(61), MBP(53), MTURN(34), ENC1(32)",Oligodendrocyte,0.063,0.4346,21.0
260,3833.7,6537.4,36,30,10.0,"CNP(4), KIF1A(2), KIF5A(2), MBP(2), A2M(1)",Oligodendrocyte,0.056,0.491,15.1
261,3946.9,917.8,140,78,24.6,"CAMK2N1(13), NTRK2(8), GJA1(7), HSPA8(7), AQP4(4)",Astrocyte,0.036,0.4553,18.2
262,3770.0,1452.9,69,38,14.4,"HLA-B(7), A2M(4), CAMK2N1(4), ABCG2(3), CLDN5(3)",Astrocyte,0.058,0.4815,31.4
263,3810.4,1707.6,45,34,11.9,"EPAS1(3), HLA-E(3), PDXK(3), GPX3(2), HLA-DRB1(2)",Endothelial,0.022,0.4647,14.2
264,3871.6,1588.9,40,27,11.3,"CAMK2N1(4), CCNI(3), HSPA8(3), NORAD(3), C14orf132(2)",Endothelial,0.075,0.4625,25.9
265,3777.0,1823.2,56,37,11.7,"AKT1(3), CAMK2N1(3), CCNI(3), ITM2A(3), NORAD(3)",Astrocyte,0.018,0.4566,25.2
266,3781.2,1903.0,2219,196,122.2,"CAMK2N1(249), ENC1(135), KIF5A(109), HSPA8(84), YWHAH(70)",GABAergic,0.013,0.429,24.6
267,3762.9,2147.3,308,101,36.2,"CAMK2N1(39), KIF5A(21), CCNI(13), ENC1(12), DKK3(7)",Oligodendrocyte,0.019,0.4296,21.8
268,3933.2,2062.9,3541,224,183.7,"CAMK2N1(427), KIF5A(154), ENC1(125), NORAD(120), YWHAH(117)",GABAergic,0.012,0.43,9.4
269,3927.3,2468.8,4478,245,143.9,"CAMK2N1(391), KIF5A(205), HSPA8(202), ENC1(174), NORAD(151)",Oligodendrocyte,0.015,0.4307,33.8
270,4246.3,134.2,57,35,11.7,"HBA1(9), FLT1(3), HLA-B(3), HLA-E(3), SLC2A1(3)",Endothelial,0.123,0.4559,18.2
271,4077.3,234.1,530,139,49.7,"CAMK2N1(65), KIF5A(45), CCNI(34), MTURN(19), NEFL(14)",Oligodendrocyte,0.011,0.4286,36.0
272,4241.7,498.2,118,57,16.9,"CAMK2N1(9), KIF5A(8), ENC1(7), RASGRF2(7), NORAD(5)",Unknown,0.0,0.4251,14.6
273,4037.1,287.8,224,88,36.1,"CAMK2N1(23), KIF5A(20), NORAD(9), HSPA8(8), CCNI(7)",Oligodendrocyte,0.027,0.4347,28.2
274,3997.1,299.2,528,141,57.5,"CAMK2N1(57), KIF5A(32), CCNI(22), ENC1(18), KIF1A(18)",Oligodendrocyte,0.021,0.4321,19.7
275,4171.1,2601.2,352,112,38.3,"CAMK2N1(38), KIF5A(24), NORAD(12), CCNI(11), DKK3(9)",Oligodendrocyte,0.028,0.4337,21.3
276,4076.8,2498.2,663,145,50.4,"CAMK2N1(52), KIF5A(47), MTURN(25), CCNI(23), YWHAH(23)",Astrocyte,0.026,0.4296,40.1
277,4115.0,3206.8,517,139,47.1,"CAMK2N1(51), KIF5A(27), CCNI(18), MBP(16), NEFL(16)",Oligodendrocyte,0.033,0.4331,20.2
278,4283.9,3283.9,2780,213,141.6,"KIF5A(202), CAMK2N1(158), NEFL(121), CCNI(107), HSPA8(101)",Oligodendrocyte,0.028,0.4275,19.9
279,4195.1,3408.7,78,44,15.4,"CAMK2N1(8), KIF5A(6), MBP(5), ABCG2(4), CCNI(4)",Oligodendrocyte,0.064,0.443,17.9
280,4199.6,3770.4,83,47,17.4,"KIF5A(8), CAMK2N1(6), HLA-B(6), ABCG2(5), CCNI(3)",Endothelial,0.048,0.4619,12.5
281,4210.9,4092.5,706,148,47.3,"KIF5A(53), NEFL(37), CAMK2N1(32), HSPA8(25), NEFM(20)",Oligodendrocyte,0.041,0.4324,19.3
282,4039.6,4099.5,174,83,24.7,"KIF5A(10), MBP(9), NEFL(9), CAMK2N1(8), MTURN(8)",Oligodendrocyte,0.052,0.4318,10.4
283,4121.2,4149.3,535,132,59.2,"KIF5A(29), CAMK2N1(28), NORAD(20), KIF1A(19), MBP(19)",Oligodendrocyte,0.037,0.4312,14.8
284,4194.3,4161.6,310,114,29.3,"CAMK2N1(19), KIF5A(18), CCNI(10), TMSB10(9), EPAS1(8)",Oligodendrocyte,0.019,0.4525,13.1
285,4137.3,4295.7,1142,166,86.2,"CAMK2N1(61), KIF5A(51), NORAD(51), NEFL(47), HSPA8(46)",Oligodendrocyte,0.025,0.4292,21.4
286,4215.7,4599.3,3772,230,158.0,"KIF5A(231), CAMK2N1(161), MBP(144), HSPA8(138), MTURN(118)",Oligodendrocyte,0.043,0.4318,15.6
287,4073.0,4651.5,325,114,37.7,"KIF5A(26), CAMK2N1(16), CCNI(13), MBP(13), TMSB10(13)",Oligodendrocyte,0.04,0.4282,26.5
288,4233.2,4708.3,73,48,15.2,"HSPA8(7), DKK3(5), ITM2A(4), CASC3(2), CNN3(2)",GABAergic,0.014,0.4686,12.0
289,4251.3,4910.8,2685,220,119.5,"KIF5A(134), HSPA8(117), CAMK2N1(96), MBP(80), YWHAH(79)",Oligodendrocyte,0.035,0.4354,36.3
290,4069.3,4866.0,200,90,26.7,"MBP(16), CAMK2N1(11), HSPA8(11), AK5(6), KIF1A(6)",Oligodendrocyte,0.105,0.4498,10.8
291,4182.1,607.5,128,65,19.9,"CAMK2N1(19), NORAD(6), KIF5A(5), MTURN(5), AK5(4)",Glutamatergic,0.008,0.4362,14.7
292,4226.5,5097.2,303,98,30.7,"KIF5A(18), CAMK2N1(16), ENC1(14), HSPA8(11), YWHAH(11)",Oligodendrocyte,0.03,0.426,22.4
293,4136.2,5357.7,152,71,21.4,"HSPA8(10), KIF5A(10), CCNI(7), NEFL(7), CAMK2N1(6)",Oligodendrocyte,0.033,0.4317,15.5
294,4040.3,5728.2,145,62,23.9,"CAMK2N1(11), NORAD(7), YWHAH(7), LMO4(6), NEFL(6)",Oligodendrocyte,0.048,0.4274,18.1
295,4146.5,6078.3,144,75,24.4,"KIF5A(10), MTURN(9), CAMK2N1(8), TMSB10(7), NTRK2(6)",Oligodendrocyte,0.028,0.4416,14.6
296,4049.0,6149.2,2986,214,101.4,"CAMK2N1(151), KIF5A(149), MBP(116), HSPA8(115), MTURN(107)",Oligodendrocyte,0.046,0.4276,34.9
297,4196.7,6250.6,1364,184,84.2,"CAMK2N1(75), YWHAH(51), NEFL(49), ENC1(47), HSPA8(47)",Oligodendrocyte,0.04,0.4296,27.1
298,4202.7,6425.3,308,101,44.9,"KIF5A(16), HSPA8(15), AK5(12), CAMK2N1(10), DKK3(10)",Oligodendrocyte,0.036,0.4298,9.0
299,4346.7,6315.4,7015,269,163.8,"CAMK2N1(445), MBP(296), HSPA8(283), KIF5A(271), YWHAH(249)",Oligodendrocyte,0.048,0.4307,13.0
300,4063.9,6314.7,359,112,37.8,"KIF5A(19), CAMK2N1(18), MTURN(15), AK5(14), HSPA8(13)",Oligodendrocyte,0.036,0.4407,9.5
301,4078.9,6474.6,59,38,13.4,"ITM2A(4), MBP(4), EPAS1(3), HLA-B(3), HLA-E(3)",Oligodendrocyte,0.068,0.4738,15.7
302,4065.9,6725.7,121,59,23.4,"CAMK2N1(8), MBP(7), MTURN(7), ENC1(6), TMSB10(6)",Oligodendrocyte,0.058,0.425,12.2
303,3970.7,6565.3,1548,178,90.3,"CAMK2N1(120), KIF5A(69), YWHAH(62), HSPA8(59), MBP(57)",Oligodendrocyte,0.04,0.4232,11.6
304,4161.9,6609.2,354,98,33.4,"CAMK2N1(26), MTURN(17), KIF5A(16), TMSB10(15), YWHAH(15)",Oligodendrocyte,0.031,0.4224,22.1
305,4177.7,803.0,68,43,14.1,"CAMK2N1(8), ENC1(4), DKK3(3), LAMP5(3), NORAD(3)",GABAergic,0.044,0.4446,17.5
306,4223.5,1414.3,40,31,10.6,"A2M(3), CLDN5(3), HLA-B(3), CAMK2N1(2), HLA-E(2)",Endothelial,0.1,0.4956,44.3
307,4230.9,1886.8,593,138,43.6,"CAMK2N1(68), ENC1(34), KIF5A(29), HSPA8(26), HPCAL1(22)",Oligodendrocyte,0.008,0.4249,0.9
308,4234.5,2167.6,588,138,44.2,"CAMK2N1(57), KIF5A(33), YWHAH(31), ENC1(24), CCNI(21)",GABAergic,0.012,0.4272,13.0
309,4002.2,2063.9,69,47,16.6,"CAMK2N1(4), TAGLN(4), VIM(4), ENC1(3), HLA-B(3)",Endothelial,0.014,0.4651,7.2
310,4093.7,2142.4,1952,205,91.6,"CAMK2N1(210), KIF5A(101), YWHAH(78), HSPA8(71), ENC1(66)",Astrocyte,0.011,0.4267,4.3
311,4256.1,2024.2,2204,205,86.4,"CAMK2N1(197), KIF5A(92), YWHAH(92), ENC1(88), HSPA8(84)",Astrocyte,0.01,0.4305,17.1
312,4141.0,2248.0,700,137,55.5,"CAMK2N1(72), ENC1(35), KIF5A(31), YWHAH(29), HSPA8(28)",Astrocyte,0.009,0.4257,24.8
313,4245.7,2498.7,1025,168,85.5,"CAMK2N1(96), KIF5A(56), CCNI(52), HSPA8(41), ENC1(37)",Oligodendrocyte,0.02,0.4317,19.2
314,4078.3,2357.8,1112,175,69.1,"CAMK2N1(117), KIF5A(59), HSPA8(40), CCNI(38), MTURN(31)",Oligodendrocyte,0.017,0.4308,29.1
315,4441.4,255.3,702,142,74.0,"CAMK2N1(69), KIF5A(39), NEFL(29), ENC1(26), CCNI(25)",Glutamatergic,0.011,0.4298,15.5
316,4514.2,2617.4,14157,277,274.0,"CAMK2N1(1070), KIF5A(846), CCNI(513), NEFL(497), HSPA8(487)",Oligodendrocyte,0.018,0.429,10.3
317,4289.4,2740.7,3788,225,129.4,"CAMK2N1(280), KIF5A(237), NEFL(167), YWHAH(136), CCNI(130)",Oligodendrocyte,0.017,0.428,25.4
318,4271.0,3221.2,308,103,27.1,"KIF5A(29), CAMK2N1(22), MTURN(13), CCNI(11), KIF1A(10)",Astrocyte,0.032,0.4334,25.7
319,4406.2,3164.5,572,139,61.2,"CAMK2N1(40), KIF5A(38), NEFL(27), NEFM(22), ENC1(17)",Oligodendrocyte,0.028,0.4298,18.4
320,4268.4,3354.5,45,28,12.1,"A2M(5), HLA-B(4), SLC2A1(4), KIF5A(3), BCAS1(2)",Oligodendrocyte,0.044,0.4596,18.6
321,4304.7,3419.9,1732,205,85.9,"KIF5A(127), CAMK2N1(115), NEFL(83), CCNI(62), MBP(58)",Oligodendrocyte,0.04,0.4287,8.5
322,4398.3,3430.6,314,114,34.0,"KIF5A(22), CAMK2N1(15), NEFL(13), YWHAH(12), KIF1A(11)",Oligodendrocyte,0.032,0.441,11.0
323,4447.6,3493.2,2182,212,88.1,"CAMK2N1(110), KIF5A(105), YWHAH(83), CCNI(78), NEFL(71)",Oligodendrocyte,0.033,0.4353,22.7
